#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
527,Spencer Schwellenbach,ATL,SP,R,7.4,7.4,4.0,170.8,41.4,2.9,1.7,0,0,3.86,3.46,1.15,40.5,9.4,38.1,1.6,17.7,19.3,5,44.3,36.3,19.4,0.287,680885
528,McCade Brown,COL,SP,R,8.2,8.2,3.3,178.2,41.0,1.7,3.0,0,0,5.67,5.54,1.48,33.7,17.8,42.9,2.3,22.9,24.4,7,37.8,41.3,20.9,0.310,685326
529,Kyle Wright,CHC,SP,R,16.3,6.1,2.7,164.3,40.7,2.3,2.1,0,1,4.25,4.47,1.41,33.4,12.7,44.9,1.9,19.5,21.3,5,48.3,31.7,20.1,0.300,657140
530,Wade Miley,FA,SP,L,21.1,4.9,2.0,172.5,40.7,4.4,5.1,0,0,4.68,4.84,1.47,27.7,13.4,46.2,1.7,21.1,22.9,5,45.3,34.3,20.4,0.301,8779
531,Michael Tonkin,FA,RP,R,40.5,0.0,0.0,173.9,40.5,1.9,2.0,0,4,4.58,4.19,1.29,36.8,14.3,38.1,2.4,20.6,22.1,5,39.2,40.7,20.0,0.283,10315
532,Jorge Lopez,FA,RP,R,40.5,0.0,0.0,174.7,40.5,1.9,2.0,0,4,4.44,4.16,1.35,34.6,15.1,39.7,2.4,20.0,21.7,5,46.9,33.3,19.8,0.295,14527
533,Michael Petersen,MIA,RP,R,40.5,0.0,0.0,175.0,40.5,1.8,2.1,0,8,4.73,4.54,1.34,36.7,15.4,39.0,1.7,21.1,22.5,6,36.1,42.7,21.2,0.289,656848
534,Yerry De los Santos,NYY,RP,R,40.5,0.0,0.0,175.1,40.5,2.0,2.0,0,6,4.29,4.23,1.40,33.0,15.7,40.9,1.5,19.2,21.0,5,50.2,29.8,20.0,0.299,660787
535,Trent Thornton,CHC,RP,R,40.5,0.0,0.0,174.2,40.5,1.9,2.0,0,8,4.48,4.31,1.32,35.7,14.1,39.5,1.8,20.5,22.0,6,39.6,40.5,19.9,0.288,663423
536,James McArthur,KC,RP,R,40.5,0.0,0.0,171.1,40.5,2.1,1.9,0,4,4.14,4.03,1.30,36.5,13.3,39.2,1.9,17.9,19.5,5,46.6,33.5,19.8,0.303,663704
537,Chase Shugart,PHI,RP,R,40.5,0.0,0.0,175.5,40.5,1.9,2.0,0,8,4.82,4.64,1.37,33.0,15.7,39.9,1.6,21.3,22.9,6,40.9,37.8,21.2,0.282,663767
538,Justin Hagenman,NYM,RP,R,40.5,0.0,0.0,168.0,40.5,2.1,1.9,0,4,3.97,3.82,1.17,37.3,9.1,38.5,1.5,18.4,19.8,6,39.2,39.9,20.9,0.283,663795
539,Kyle Keller,BOS,RP,R,40.5,0.0,0.0,177.4,40.5,1.9,2.1,0,4,5.29,4.86,1.43,37.1,19.4,38.4,1.5,22.5,23.9,6,34.9,44.9,20.2,0.284,664918
540,Robinson Ortiz,SEA,RP,L,40.5,0.0,0.0,178.2,40.5,1.9,2.0,0,4,4.31,4.44,1.45,37.8,19.4,39.3,1.9,20.2,21.9,5,45.2,33.5,21.4,0.296,673662
541,Austin Love,STL,RP,R,40.5,0.0,0.0,177.2,40.5,1.8,2.1,0,4,4.78,4.74,1.43,34.2,17.8,40.0,1.8,21.8,23.3,5,40.0,38.7,21.3,0.295,676153
542,Jack Perkins,ATH,RP,R,40.5,0.0,0.0,171.1,40.5,2.1,1.9,0,5,4.01,3.87,1.27,43.0,16.2,35.4,2.1,17.6,19.1,5,43.4,35.4,21.1,0.289,678022
543,Jayden Murray,HOU,RP,R,40.5,0.0,0.0,176.9,40.5,1.9,2.1,0,10,4.84,4.78,1.43,34.6,16.9,41.2,2.3,21.5,23.1,6,42.0,36.7,21.3,0.297,681151
544,Edgardo Henriquez,LAD,RP,R,40.5,0.0,0.0,174.2,40.5,2.1,1.9,0,9,4.26,4.23,1.37,41.5,18.4,37.0,1.9,19.1,20.6,5,42.5,36.2,21.3,0.293,683618
545,Yariel Rodriguez,TOR,RP,R,40.5,0.0,0.0,173.3,40.5,2.0,1.9,0,9,4.14,3.80,1.28,43.0,17.3,34.4,1.9,18.8,20.3,5,40.7,39.5,19.8,0.271,684320
546,Craig Yoho,MIL,RP,R,40.5,0.0,0.0,174.5,40.5,2.0,2.0,0,4,4.21,4.22,1.40,40.8,18.3,38.2,2.1,19.0,20.6,5,46.3,32.5,21.3,0.302,684974
547,Mitch Spence,KC,RP,R,40.5,0.0,0.0,169.6,40.5,2.0,1.9,0,7,4.34,4.14,1.29,33.3,10.7,41.4,1.7,18.7,20.3,5,45.4,34.7,19.9,0.305,687765
548,Ryan Harbin,PIT,RP,R,40.5,0.0,0.0,178.9,40.5,1.9,2.1,0,4,4.57,4.67,1.53,36.3,22.6,39.4,1.9,20.5,22.3,4,47.8,30.8,21.5,0.311,689877
549,Sam Bachman,LAA,RP,R,40.5,0.0,0.0,177.2,40.5,1.9,2.1,0,4,4.67,4.51,1.45,34.6,18.2,40.5,1.9,20.5,22.2,5,46.9,33.3,19.8,0.299,696147
550,Bradgley Rodriguez,SD,RP,R,40.5,0.0,0.0,177.2,40.5,1.9,2.0,0,4,4.41,4.47,1.45,37.1,19.4,39.4,2.0,20.3,22.0,5,45.7,32.9,21.3,0.300,699134
551,Pedro Avila,CLE,RP,R,34.0,1.6,0.6,175.4,40.4,1.9,2.2,0,3,4.67,4.36,1.39,34.9,15.8,40.4,1.9,20.8,22.5,5,43.8,36.2,20.0,0.295,658648
552,Julian Aguiar,CIN,RP,R,27.7,1.3,0.5,171.3,40.4,1.9,2.1,0,3,4.79,4.74,1.34,32.0,11.9,42.3,2.1,20.3,21.9,6,42.5,36.5,21.1,0.295,687924
553,Alan Rangel,PHI,RP,R,27.5,3.2,1.3,171.4,40.3,2.1,2.2,0,2,4.83,4.77,1.32,33.0,12.4,40.8,1.2,21.3,22.7,7,36.4,42.5,21.0,0.285,660604
554,Austin Peterson,CLE,RP,R,27.5,3.2,1.3,169.7,40.3,2.0,2.3,0,2,4.64,4.60,1.30,31.1,9.6,42.8,1.6,20.6,22.1,6,40.4,38.6,21.0,0.295,804926
555,Ben Joyce,LAA,RP,R,39.6,0.0,0.0,166.7,39.6,2.0,1.9,5,12,3.71,3.48,1.24,48.1,18.5,30.7,2.0,15.9,17.3,4,42.8,38.3,19.0,0.279,690829
556,Cooper Criswell,SEA,RP,R,23.5,3.1,1.2,167.8,39.1,2.0,2.0,0,2,4.22,4.01,1.30,32.7,11.1,39.9,2.2,19.0,20.7,5,48.3,31.3,20.4,0.294,681867
557,Alek Jacob,SD,RP,R,32.4,0.0,0.0,171.2,38.9,1.8,2.0,0,6,4.88,4.83,1.44,32.7,16.8,39.4,2.2,21.6,23.1,6,39.5,39.2,21.3,0.291,689690
558,Luis Guerrero,TB,RP,R,32.4,0.0,0.0,173.3,38.9,1.7,2.1,0,3,5.19,5.11,1.53,35.3,22.1,37.5,1.9,22.5,23.9,6,38.3,40.2,21.5,0.284,692285
559,Carson Palmquist,COL,SP,L,18.4,3.1,1.2,161.1,38.5,1.7,2.3,0,2,5.44,5.83,1.53,32.4,16.8,42.2,2.1,20.6,21.9,6,34.7,44.2,21.1,0.304,687223
560,Marcus Stroman,FA,SP,R,19.4,3.2,1.4,157.5,37.7,4.3,4.6,0,0,4.59,4.66,1.47,27.5,12.9,42.7,1.4,19.2,20.8,4,49.2,30.4,20.5,0.306,13431
561,Kai-Wei Teng,HOU,SP,R,19.4,3.2,1.3,159.9,37.1,2.0,1.9,0,2,4.50,4.42,1.38,37.1,15.9,35.1,2.7,18.3,19.8,5,42.2,37.7,20.1,0.297,678906
562,Corbin Burnes,ARI,SP,R,6.7,6.7,3.5,155.1,36.9,2.4,1.7,0,0,3.98,3.50,1.21,36.4,11.4,33.3,1.4,16.4,17.8,4,44.9,35.7,19.4,0.290,669203
563,Scott Alexander,FA,RP,L,40.5,0.0,0.0,157.1,36.5,1.8,1.8,0,8,4.27,4.20,1.40,27.4,13.5,37.6,1.5,17.3,18.9,4,51.0,28.8,20.3,0.302,10591
564,Colin Poche,NYM,RP,L,40.5,0.0,0.0,160.6,36.5,1.7,1.9,0,4,4.84,4.68,1.42,33.1,17.3,34.4,1.2,20.2,21.5,6,32.7,46.8,20.5,0.276,621363
565,Tayler Saucedo,LAA,RP,L,40.5,0.0,0.0,157.8,36.5,1.7,1.9,0,4,4.40,4.48,1.45,31.9,16.2,36.5,1.8,17.4,18.9,4,48.7,30.8,20.5,0.308,642048
566,Dauri Moreta,FA,RP,R,40.5,0.0,0.0,155.4,36.5,1.8,1.8,0,8,4.14,3.85,1.26,41.1,15.6,30.3,1.6,16.8,18.0,5,34.9,45.3,19.8,0.275,664294
567,Grant Wolfram,BAL,RP,L,40.5,0.0,0.0,158.2,36.5,1.8,1.7,0,4,4.35,4.51,1.43,32.6,15.3,36.8,1.5,17.4,18.9,5,44.5,34.2,21.3,0.311,664991
568,Luis Peralta,COL,RP,L,40.5,0.0,0.0,162.1,36.5,1.7,1.9,0,4,5.34,5.45,1.57,31.6,20.2,37.2,1.9,19.2,20.6,5,41.1,37.4,21.4,0.318,678821
569,Nick Sandlin,LAA,RP,R,40.5,0.0,0.0,157.9,36.5,1.7,1.9,0,11,4.71,4.51,1.37,36.2,16.9,33.0,1.8,18.5,19.9,5,38.4,41.3,20.3,0.280,680704
570,Josh Simpson,SEA,RP,L,40.5,0.0,0.0,157.4,36.5,1.8,1.8,0,4,4.20,4.39,1.43,36.4,17.7,34.6,1.6,17.7,19.2,4,44.3,34.4,21.4,0.298,681006
571,Luke Little,CHC,RP,L,40.5,0.0,0.0,157.0,36.5,1.9,1.6,0,4,3.53,3.72,1.35,42.8,20.0,29.3,2.6,14.6,16.1,3,48.8,31.6,19.6,0.294,681432
572,Troy Taylor,SEA,RP,R,40.5,0.0,0.0,159.9,36.5,1.7,1.9,0,4,4.43,4.46,1.43,33.7,16.1,36.1,1.8,18.7,20.2,5,45.7,33.0,21.3,0.298,700187
573,Hayden Harris,ATL,RP,L,40.5,0.0,0.0,156.4,36.5,1.9,1.7,0,4,4.12,4.10,1.35,38.9,16.1,33.2,1.8,16.7,18.1,4,41.5,37.3,21.2,0.298,802686
574,River Ryan,LAD,SP,R,11.2,6.1,2.6,157.1,36.2,2.3,1.8,0,1,4.82,4.67,1.42,29.4,13.6,37.7,1.7,19.3,20.8,5,44.8,34.2,21.0,0.298,689981
575,Bryan Hudson,NYM,RP,L,35.7,0.0,0.0,151.7,35.7,1.8,1.7,0,5,3.85,3.83,1.29,35.1,14.8,31.5,1.4,15.8,17.2,4,44.3,35.5,20.2,0.282,663542
576,Jackson Kowar,BAL,RP,R,35.7,0.0,0.0,156.2,35.7,1.7,1.8,0,4,4.84,4.43,1.41,32.6,16.5,33.8,1.7,19.0,20.4,5,41.5,38.7,19.8,0.285,663804
577,Kaleb Ort,LAA,RP,R,35.7,0.0,0.0,154.2,35.7,1.6,1.9,0,4,4.77,4.30,1.33,36.4,16.5,31.0,1.3,18.4,19.6,6,34.6,45.7,19.8,0.266,672391
578,Justin Wrobleski,LAD,RP,L,27.5,2.0,0.9,149.6,35.7,2.1,1.6,0,8,4.07,4.14,1.32,32.6,12.0,35.0,1.4,16.1,17.5,5,45.3,33.7,21.0,0.301,680736
579,Quinn Mathews,STL,SP,L,7.1,7.1,3.1,156.1,35.5,1.9,2.1,0,0,4.52,4.70,1.47,30.2,17.4,34.8,1.5,18.1,19.6,4,45.7,33.3,20.9,0.301,687273
580,Kyle Hart,SD,RP,L,22.4,2.0,0.8,144.1,34.5,1.8,1.8,0,4,4.35,4.37,1.37,29.0,11.4,35.7,1.5,17.1,18.5,5,42.5,36.8,20.7,0.288,606996
581,Thomas Harrington,PIT,SP,R,13.0,4.9,1.9,139.8,33.1,1.7,2.1,0,1,5.06,5.01,1.37,25.0,10.5,35.0,1.5,18.6,19.8,5,36.6,42.4,21.0,0.298,802419
582,Prelander Berroa,CHW,RP,R,33.0,0.0,0.0,144.6,33.0,1.5,1.7,0,3,4.52,4.39,1.41,33.2,17.3,29.1,1.3,16.6,17.8,5,38.3,41.8,19.8,0.278,672860
583,Scott McGough,FA,RP,R,32.4,0.0,0.0,140.4,32.4,1.5,1.6,0,3,4.64,4.46,1.38,28.4,13.2,31.7,1.2,16.7,18.0,4,42.0,37.9,20.1,0.291,12056
584,Derek Law,ARI,RP,R,32.4,0.0,0.0,137.7,32.4,1.6,1.6,0,3,4.25,4.05,1.33,28.0,11.4,31.7,1.2,15.4,16.7,4,44.4,35.8,19.8,0.300,13133
585,Jose Suarez,ATL,RP,L,32.4,0.0,0.0,135.5,32.4,1.7,1.5,0,6,3.93,3.82,1.24,32.0,10.1,29.9,1.3,14.1,15.3,4,40.3,39.6,20.1,0.291,660761
586,Easton McGee,MIL,RP,R,32.4,0.0,0.0,139.3,32.4,1.5,1.6,0,3,4.41,4.28,1.36,26.4,10.7,33.4,1.3,15.9,17.3,4,46.3,33.4,20.3,0.297,668834
587,Jake Eder,WSH,RP,L,32.4,0.0,0.0,137.7,32.4,1.5,1.7,0,3,4.56,4.56,1.36,26.2,11.9,32.3,1.6,16.4,17.7,4,40.7,38.1,21.2,0.291,671109
588,Cole Wilcox,SEA,RP,R,32.4,0.0,0.0,140.0,32.4,1.5,1.6,0,3,4.27,4.27,1.38,26.1,11.0,33.6,1.5,16.0,17.4,4,49.2,29.6,21.2,0.301,677961
589,Garrett Hawkins,SD,RP,R,32.4,0.0,0.0,139.6,32.4,1.5,1.6,0,3,4.42,4.37,1.37,31.4,14.0,30.5,1.3,16.3,17.5,5,39.3,39.5,21.2,0.289,678184
590,Kyle Backhus,PHI,RP,L,32.4,0.0,0.0,137.7,32.4,1.6,1.6,0,10,4.40,4.50,1.38,28.7,13.2,31.6,1.8,15.5,16.8,4,44.0,34.7,21.2,0.299,679775
591,Angel Chivilli,NYY,RP,R,32.4,0.0,0.0,140.4,32.4,1.6,1.6,0,3,4.48,4.33,1.35,28.8,12.2,31.4,1.6,16.0,17.3,4,44.3,35.9,19.8,0.287,683409
592,William Kempner,MIA,RP,R,32.4,0.0,0.0,143.1,32.4,1.5,1.7,0,3,4.74,4.70,1.47,30.0,16.5,31.2,1.9,17.0,18.3,4,42.6,36.0,21.4,0.301,687531
593,Alex Carrillo,NYM,RP,R,32.4,0.0,0.0,139.3,32.4,1.6,1.6,0,3,4.25,4.18,1.35,33.9,15.1,28.8,1.4,15.8,17.0,4,39.8,39.0,21.3,0.286,692024
594,Samy Natera Jr.,LAA,RP,L,32.4,0.0,0.0,141.8,32.4,1.5,1.7,0,3,4.76,4.77,1.47,32.7,17.4,30.2,1.6,16.7,17.8,5,38.7,39.9,21.4,0.293,696519
595,Keegan Thompson,COL,RP,R,25.9,1.6,0.6,135.9,32.3,1.5,1.8,0,2,5.08,5.04,1.43,27.4,12.9,33.3,1.7,16.1,17.3,5,39.8,40.1,20.1,0.301,624522
596,Doug Nikhazy,CLE,RP,L,25.9,1.6,0.6,140.0,32.3,1.5,1.8,0,2,4.64,4.82,1.41,29.2,13.7,32.0,1.2,16.5,17.7,5,37.9,41.0,21.2,0.294,680951
597,Carson Whisenhunt,SF,SP,L,19.4,3.2,1.4,137.3,32.2,1.6,1.8,0,2,4.31,4.29,1.33,26.8,10.9,32.0,1.3,15.7,17.0,4,43.5,35.5,21.0,0.296,687931
598,Alex Cobb,FA,SP,R,14.3,4.1,2.0,132.7,31.9,3.8,2.8,0,0,3.95,3.72,1.30,27.5,9.6,31.9,1.1,14.0,15.4,3,52.4,27.8,19.8,0.299,6562
599,Cristian Mena,ARI,RP,R,25.9,1.6,0.7,133.4,31.8,1.7,1.5,0,2,3.97,3.90,1.28,31.0,11.2,29.6,1.2,14.1,15.3,3,44.9,34.1,21.0,0.303,691441
600,Carlos Rodriguez,MIL,RP,R,25.9,1.6,0.6,136.7,31.8,1.5,1.7,0,2,4.57,4.56,1.34,29.6,12.2,30.5,1.5,16.2,17.3,5,36.5,43.7,19.8,0.284,692230
601,Albert Suarez,BAL,RP,R,24.3,0.0,0.0,134.0,31.6,1.6,1.5,0,2,4.32,3.90,1.26,27.4,9.0,30.7,1.0,15.0,16.2,4,41.6,38.8,19.7,0.287,544150
602,Sammy Peralta,MIL,RP,L,24.3,0.0,0.0,135.9,31.6,1.5,1.6,0,2,4.31,4.32,1.36,26.5,10.5,32.5,1.3,15.2,16.5,4,44.2,35.2,20.6,0.299,671111
603,Lyon Richardson,CIN,RP,R,24.3,0.0,0.0,136.9,31.6,1.5,1.6,0,2,4.56,4.50,1.43,28.2,14.2,31.0,1.4,15.1,16.5,4,47.5,32.7,19.8,0.300,680689
604,Carson Seymour,SF,RP,R,24.3,0.0,0.0,134.3,31.6,1.6,1.5,0,2,3.92,3.81,1.30,27.6,10.4,30.7,1.5,14.1,15.4,3,50.3,28.6,21.1,0.303,693313
605,Austin Gomber,TEX,RP,L,22.4,2.0,0.9,132.7,31.4,1.6,1.6,0,2,4.64,4.41,1.28,25.0,7.4,32.8,0.8,16.1,17.2,5,36.9,42.9,20.2,0.288,16561
606,Jonah Tong,NYM,SP,R,14.3,4.1,2.0,128.4,30.7,1.9,1.4,0,1,3.60,3.54,1.27,35.3,12.8,26.2,1.0,12.7,13.8,3,45.3,33.9,20.8,0.295,804636
607,Lou Trivino,PHI,RP,R,30.6,0.0,0.0,131.3,30.6,1.5,1.5,0,6,4.65,4.48,1.36,26.8,12.5,29.2,1.5,15.5,16.7,4,40.8,39.2,20.0,0.285,642152
608,Kolby Allard,CLE,RP,L,30.6,0.0,0.0,131.1,30.6,1.4,1.6,0,6,4.64,4.58,1.34,24.0,9.0,31.9,0.9,15.7,16.8,5,38.9,40.7,20.4,0.292,663465
609,Luis Curvelo,TEX,RP,R,30.6,0.0,0.0,133.2,30.6,1.4,1.6,0,4,4.77,4.71,1.41,26.8,12.7,30.4,1.5,16.1,17.3,5,40.1,38.7,21.3,0.292,681168
610,Marc Church,TEX,RP,R,30.6,0.0,0.0,134.8,30.6,1.4,1.6,0,6,4.91,4.83,1.48,28.3,15.4,30.0,1.2,16.6,17.8,4,39.8,38.8,21.4,0.295,687847
611,Zak Kent,STL,RP,R,25.5,0.0,0.0,130.1,30.6,1.5,1.5,0,3,4.25,4.26,1.38,28.1,12.9,29.2,1.3,14.6,15.8,3,44.8,34.0,21.2,0.302,687849
612,David Sandlin,CHW,RP,R,30.6,0.0,0.0,130.6,30.6,1.4,1.6,0,3,4.47,4.37,1.31,26.8,10.4,29.7,1.1,15.2,16.3,5,38.9,40.0,21.1,0.285,689818
613,Yosver Zulueta,SEA,RP,R,30.6,0.0,0.0,132.6,30.6,1.5,1.5,0,3,3.92,3.89,1.39,30.8,13.9,28.5,1.7,13.9,15.2,3,52.2,26.5,21.3,0.301,691172
614,Philip Abner,ARI,RP,L,30.6,0.0,0.0,131.1,30.6,1.5,1.5,0,3,4.25,4.37,1.39,27.5,12.3,30.2,1.3,14.5,15.6,3,43.0,35.7,21.2,0.310,691769
615,Alexander Alberto,CHW,RP,R,30.6,0.0,0.0,140.3,30.6,1.3,1.7,0,3,5.35,5.44,1.69,22.3,18.8,32.8,1.7,18.2,19.6,4,48.3,30.1,21.6,0.307,693739
616,Hunter Strickland,LAA,RP,R,30.6,0.0,0.0,133.3,30.6,1.3,1.7,0,3,5.33,4.91,1.42,24.8,13.6,29.9,1.3,17.6,18.8,5,35.1,44.8,20.1,0.272,7836
617,Scott Effross,DET,RP,R,30.5,0.0,0.0,131.4,30.5,1.4,1.6,0,3,4.50,4.43,1.41,20.9,10.3,32.7,1.1,15.4,16.8,3,49.3,30.1,20.7,0.304,664123
618,Seth Johnson,PHI,RP,R,26.5,1.0,0.3,129.7,30.2,1.4,1.6,0,3,5.00,5.04,1.49,25.0,13.3,31.7,1.1,16.4,17.6,5,41.6,37.2,21.3,0.295,686751
619,Joe Rock,TB,RP,L,17.3,2.0,0.9,127.3,29.9,1.5,1.6,0,2,4.27,4.27,1.33,24.7,9.1,30.7,1.3,14.2,15.5,4,46.1,32.9,21.1,0.299,697812
620,Jason Foley,SF,RP,R,33.0,0.0,0.0,125.2,29.7,1.5,1.4,0,3,3.82,3.39,1.23,26.0,8.6,27.9,1.1,12.9,14.1,3,48.5,32.1,19.4,0.292,671345
621,Andrew Walters,CLE,RP,R,33.0,0.0,0.0,128.2,29.7,1.4,1.5,0,3,4.42,4.22,1.34,33.1,14.0,25.7,1.2,14.5,15.5,4,35.8,43.0,21.2,0.282,689958
622,Ronel Blanco,HOU,SP,R,11.5,3.3,1.6,124.3,29.5,1.8,1.5,0,1,4.39,3.97,1.26,30.8,11.4,25.7,0.9,14.2,15.3,4,36.9,43.2,19.8,0.269,669854
623,T.J. McFarland,FA,RP,L,32.4,0.0,0.0,126.5,29.2,1.4,1.5,0,3,4.37,4.41,1.44,20.0,10.4,31.6,1.4,14.2,15.5,3,52.4,26.6,21.0,0.309,3237
624,George Soriano,STL,RP,R,24.3,0.0,0.0,126.1,29.2,1.4,1.5,0,2,4.38,4.30,1.35,26.2,11.9,27.7,1.5,14.4,15.5,4,42.9,37.3,19.8,0.294,666277
625,Joey Gerber,NYM,RP,R,32.4,0.0,0.0,125.1,29.2,1.4,1.4,0,3,4.47,4.14,1.29,27.4,10.9,26.9,1.2,15.0,16.0,4,36.3,43.5,20.2,0.274,680702
626,Paul Gervase,LAD,RP,R,32.4,0.0,0.0,126.5,29.2,1.5,1.4,0,3,4.54,4.47,1.39,30.0,14.1,26.6,1.3,14.7,15.7,4,38.7,40.0,21.3,0.286,801434
627,Cade Povich,BAL,SP,L,13.3,3.1,1.4,121.3,28.8,1.6,1.4,0,1,4.11,4.14,1.30,28.3,9.9,27.5,0.9,13.0,14.0,4,39.7,40.2,20.1,0.301,700249
628,A.J. Puk,ARI,RP,L,28.7,0.0,0.0,118.9,28.7,1.6,1.3,3,7,3.59,3.39,1.16,32.6,9.8,23.4,1.4,11.5,12.4,3,39.1,41.2,19.8,0.286,640462
629,Justin Martinez,ARI,RP,R,28.7,0.0,0.0,120.0,28.7,1.6,1.2,5,7,3.16,3.20,1.25,36.2,14.5,21.5,1.3,10.1,11.2,2,49.1,31.6,19.3,0.298,679885
630,Grant Holman,ARI,RP,R,30.6,0.0,0.0,118.3,27.5,1.3,1.4,0,5,4.52,4.50,1.43,23.7,11.3,27.9,1.1,13.9,15.0,3,43.7,35.0,21.3,0.311,680880
631,Bobby Miller,LAD,RP,R,24.3,0.0,0.0,114.0,26.7,1.4,1.2,0,2,4.19,4.06,1.33,26.4,10.7,24.8,1.1,12.4,13.4,4,43.3,37.4,19.3,0.293,676272
632,Brock Stewart,LAD,RP,R,26.4,0.0,0.0,109.8,26.4,1.5,1.1,0,10,3.69,3.41,1.18,31.5,10.0,21.1,1.2,10.8,11.6,3,37.3,43.3,19.4,0.275,16727
633,Kyle Hurt,LAD,SP,R,10.8,3.6,1.5,112.0,26.3,1.6,1.2,0,1,4.15,3.95,1.30,26.9,10.6,23.6,1.0,12.1,13.1,3,43.5,36.8,19.7,0.286,669165
634,Lucas Sims,CHW,RP,R,28.7,0.0,0.0,116.1,25.8,1.1,1.4,0,3,5.25,5.07,1.51,24.0,15.2,23.8,2.0,15.1,16.0,4,33.8,46.0,20.2,0.275,13470
635,Kohl Drake,ARI,SP,L,13.3,3.1,1.4,107.1,25.7,3.2,2.8,0,0,4.32,4.66,1.40,22.3,9.3,26.8,1.0,12.4,13.4,3,41.0,38.0,21.0,0.303,684442
636,Christian Scott,NYM,SP,R,14.8,2.5,1.2,106.0,25.6,1.5,1.2,0,1,3.97,3.70,1.17,25.1,6.8,23.1,1.0,11.7,12.5,4,37.9,42.4,19.7,0.275,681035
637,Genesis Cabrera,PHI,RP,L,25.5,0.0,0.0,110.5,25.5,1.2,1.3,0,3,4.64,4.53,1.38,23.1,11.2,23.9,1.1,12.9,13.9,4,39.0,41.1,19.9,0.282,650893
638,Kervin Castro,NYY,RP,R,25.5,0.0,0.0,110.5,25.5,1.2,1.3,0,3,4.55,4.39,1.40,23.3,11.3,24.3,1.0,12.8,13.8,3,43.4,36.4,20.2,0.287,665645
639,Jack Kochanowicz,LAA,SP,R,17.3,2.0,0.8,111.2,25.5,1.2,1.5,0,2,4.86,4.86,1.48,16.9,9.0,28.9,1.6,13.4,14.6,3,52.1,26.7,21.2,0.313,686799
640,Ricky Tiedemann,TOR,SP,L,10.8,3.6,1.6,108.6,25.2,1.5,1.3,0,1,4.23,4.12,1.36,26.4,11.2,23.1,1.2,11.9,12.9,3,42.8,36.2,20.9,0.293,694357
641,Braden Nett,ATH,SP,R,10.8,3.6,1.5,109.7,25.2,1.3,1.5,0,1,4.95,4.98,1.50,20.7,11.8,26.0,1.1,13.5,14.6,3,46.4,32.5,21.1,0.305,804556
642,Joe Jimenez,ATL,RP,R,24.6,0.0,0.0,102.5,24.6,1.3,1.1,0,2,4.00,3.44,1.16,27.4,8.1,20.4,0.9,10.9,11.7,3,34.5,45.7,19.8,0.272,15761
643,Dom Hamel,NYY,RP,R,24.6,0.0,0.0,104.6,24.6,1.2,1.2,0,2,4.43,4.31,1.30,22.6,8.2,23.8,1.2,12.0,12.9,4,40.3,38.6,21.1,0.287,687589
644,Mitch Farris,LAA,SP,L,4.9,4.9,2.0,107.0,24.5,1.2,1.6,0,0,5.04,5.12,1.48,20.4,11.0,25.3,0.9,13.4,14.3,4,40.4,38.7,21.0,0.297,815083
645,Liam Hendriks,MIN,RP,R,24.3,0.0,0.0,103.6,24.3,1.2,1.2,0,2,4.31,3.89,1.25,25.3,9.3,21.1,1.0,11.7,12.5,3,35.5,44.8,19.7,0.274,3548
646,Nick Anderson,ATH,RP,R,24.3,0.0,0.0,104.9,24.3,1.2,1.2,0,2,4.70,4.44,1.35,21.9,9.4,23.3,0.9,12.4,13.3,4,38.2,41.8,20.0,0.283,623433
647,J.P. France,HOU,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,2,4.59,4.32,1.33,22.1,8.9,23.5,0.8,12.3,13.2,3,39.2,40.8,20.1,0.285,641585
648,Jose Espada,BAL,RP,R,24.3,0.0,0.0,103.8,24.3,1.2,1.2,0,2,4.67,4.46,1.39,23.2,11.1,22.6,0.8,12.4,13.3,3,38.3,41.3,20.5,0.285,664744
649,Jhony Brito,SD,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,2,4.22,3.96,1.30,21.1,8.1,23.6,0.9,11.7,12.7,3,44.1,36.3,19.6,0.288,666745
650,Gavin Hollowell,CHC,RP,R,24.3,0.0,0.0,104.8,24.3,1.2,1.2,0,2,4.53,4.49,1.41,23.2,11.5,22.6,1.3,12.4,13.4,3,40.2,39.6,20.2,0.290,668970
651,Ryan Rolison,CHC,RP,L,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.52,4.63,1.45,18.5,9.6,25.7,0.9,12.4,13.4,3,46.0,32.7,21.3,0.306,669020
652,Daison Acosta,SD,RP,R,24.3,0.0,0.0,104.5,24.3,1.2,1.2,0,2,4.47,4.54,1.44,23.5,12.0,22.9,1.2,12.4,13.3,3,41.7,36.9,21.4,0.294,670897
653,Cameron Foster,BAL,RP,R,24.3,0.0,0.0,104.1,24.3,1.2,1.2,0,2,4.62,4.53,1.38,21.1,9.3,24.2,0.9,12.3,13.2,4,40.8,38.0,21.2,0.295,671382
654,Eric Cerantola,KC,RP,R,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.69,4.78,1.46,22.8,12.2,23.3,1.3,12.1,13.1,3,42.6,36.1,21.3,0.305,672021
