#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
757,Jamie Westbrook,FA,R,2B,2B,6,13,12,1.3,0.2,1.2,0.1,2.6,1.8,0.5,0.0,3.8,2.7,1.1,0.2,0.1,0.0,0.0,0.224,0.297,0.332,0.629,0.270,642197
758,Weston Wilson,BAL,R,OF,2B/OF,6,13,11,1.5,0.4,1.4,0.3,2.4,1.6,0.4,0.0,4.1,3.7,1.2,0.1,0.1,0.0,0.1,0.213,0.290,0.361,0.651,0.273,642215
759,Ali Sanchez,NYY,R,C,C,6,13,12,1.4,0.2,1.2,0.1,2.6,1.8,0.5,0.0,3.9,3.3,0.9,0.1,0.1,0.1,0.0,0.216,0.274,0.326,0.599,0.277,645305
760,Mike Ford,FA,L,1B,1B,6,13,12,1.4,0.4,1.3,0.1,2.4,1.5,0.4,0.0,4.0,3.5,1.2,0.1,0.1,0.0,0.0,0.205,0.285,0.347,0.632,0.254,645801
761,Abraham Toro,KC,S,1B/3B,1B/3B,6,13,12,1.4,0.3,1.3,0.1,2.8,1.9,0.6,0.0,4.3,2.5,0.9,0.2,0.1,0.0,0.0,0.240,0.301,0.368,0.668,0.281,647351
762,Bryan De La Cruz,PHI,R,OF,OF,6,13,12,1.4,0.4,1.4,0.1,2.8,1.8,0.5,0.0,4.6,3.6,0.8,0.1,0.1,0.0,0.0,0.231,0.280,0.378,0.657,0.291,650559
763,Rene Pinto,PHI,R,C,C,6,13,12,1.4,0.4,1.4,0.1,2.5,1.4,0.6,0.0,4.3,4.5,0.7,0.1,0.1,0.1,0.0,0.202,0.248,0.355,0.603,0.278,650907
764,Sean Bouchard,FA,R,OF,1B/OF,6,13,11,1.4,0.3,1.2,0.2,2.2,1.4,0.5,0.1,3.7,4.3,1.5,0.1,0.1,0.0,0.1,0.199,0.297,0.331,0.628,0.287,656248
765,Sam Hilliard,FA,L,OF,OF,6,13,12,1.5,0.4,1.4,0.3,2.5,1.5,0.5,0.1,4.5,4.1,1.2,0.1,0.1,0.0,0.1,0.217,0.292,0.385,0.678,0.296,656541
766,Connor Joe,SEA,R,1B/OF,1B/OF,6,13,11,1.4,0.2,1.2,0.2,2.4,1.5,0.6,0.0,3.9,3.2,1.4,0.2,0.1,0.0,0.1,0.212,0.304,0.337,0.641,0.271,656582
767,Emmanuel Rivera,FA,R,3B,1B/3B,6,13,12,1.3,0.2,1.2,0.1,2.8,2.0,0.5,0.0,4.1,2.9,0.9,0.1,0.1,0.0,0.0,0.237,0.296,0.348,0.644,0.290,656896
768,Forrest Wall,FA,L,2B,2B,6,13,12,1.3,0.2,1.1,0.6,2.7,1.9,0.5,0.1,3.8,3.6,1.1,0.1,0.1,0.1,0.1,0.228,0.300,0.322,0.622,0.311,657088
769,Juan Yepez,TOR,R,DH,DH,6,13,12,1.5,0.4,1.5,0.1,2.7,1.7,0.6,0.0,4.6,2.5,1.0,0.1,0.1,0.0,0.0,0.233,0.295,0.389,0.684,0.260,660766
770,Brian Serven,ATH,R,C,C,6,13,12,1.2,0.2,1.1,0.1,2.1,1.4,0.4,0.0,3.2,4.2,1.1,0.1,0.1,0.0,0.0,0.179,0.253,0.275,0.528,0.257,661531
771,Luken Baker,ARI,R,DH,DH,6,13,12,1.5,0.4,1.4,0.0,2.4,1.5,0.4,0.0,4.2,3.8,1.4,0.1,0.1,0.0,0.0,0.208,0.294,0.363,0.657,0.262,663609
772,Luke Williams,ATL,R,OF,OF,6,13,12,1.3,0.2,1.1,0.5,2.5,1.8,0.5,0.0,3.6,3.9,0.9,0.1,0.1,0.0,0.1,0.206,0.264,0.302,0.566,0.282,663897
773,Travis Blankenhorn,FA,L,2B,2B,6,13,12,1.3,0.4,1.3,0.1,2.3,1.4,0.5,0.0,4.1,3.8,1.0,0.2,0.1,0.0,0.0,0.201,0.271,0.347,0.617,0.260,663905
774,P.J. Higgins,CIN,R,C,C,6,13,12,1.3,0.2,1.2,0.0,2.6,1.7,0.7,0.0,3.9,3.3,0.8,0.1,0.1,0.0,0.0,0.219,0.273,0.330,0.604,0.282,664731
775,Seth Brown,NYY,L,1B/OF,1B/OF,6,13,12,1.5,0.5,1.6,0.1,2.7,1.6,0.5,0.0,4.8,3.5,1.0,0.1,0.1,0.0,0.0,0.225,0.288,0.409,0.696,0.271,664913
776,Nick Maton,FA,L,3B,3B,6,13,11,1.4,0.3,1.2,0.1,2.3,1.5,0.5,0.0,3.8,3.5,1.4,0.1,0.1,0.0,0.0,0.207,0.301,0.335,0.637,0.271,665155
777,Luis De Los Santos,FA,R,SS,SS,6,13,12,1.2,0.2,1.1,0.1,2.5,1.7,0.5,0.0,3.7,3.5,0.8,0.2,0.1,0.0,0.0,0.207,0.263,0.312,0.575,0.271,665782
778,Blake Sabol,TB,L,C/OF,C/OF,6,13,12,1.2,0.3,1.1,0.2,2.3,1.5,0.4,0.0,3.7,4.2,1.1,0.2,0.1,0.1,0.1,0.198,0.274,0.318,0.591,0.280,666165
779,Eguy Rosario,FA,R,2B,2B,6,13,12,1.4,0.4,1.3,0.3,2.5,1.5,0.6,0.0,4.2,3.7,1.0,0.1,0.1,0.0,0.1,0.210,0.275,0.356,0.631,0.273,666703
780,Bobby Dalbec,FA,R,1B/3B,1B/3B,6,13,12,1.3,0.4,1.3,0.1,2.3,1.4,0.4,0.0,3.9,5.0,1.1,0.1,0.1,0.0,0.0,0.194,0.266,0.338,0.603,0.295,666915
781,Corey Julks,DET,R,OF,OF,6,13,12,1.4,0.3,1.2,0.3,2.6,1.8,0.6,0.0,4.1,3.1,1.1,0.1,0.1,0.0,0.1,0.227,0.293,0.352,0.645,0.282,667452
782,Aaron Schunk,ATL,R,2B,2B,6,13,12,1.4,0.2,1.2,0.2,2.8,1.9,0.5,0.1,4.1,3.2,0.7,0.1,0.1,0.1,0.1,0.226,0.269,0.335,0.604,0.285,668845
783,Armando Alvarez,ATH,R,3B,3B,6,13,12,1.4,0.3,1.4,0.1,2.6,1.6,0.6,0.0,4.3,3.4,1.0,0.1,0.1,0.0,0.0,0.219,0.280,0.362,0.642,0.276,669137
784,Nick Senzel,LAD,R,OF,OF,6,13,12,1.4,0.3,1.3,0.1,2.5,1.6,0.5,0.0,4.0,3.1,1.1,0.1,0.1,0.0,0.1,0.211,0.284,0.340,0.624,0.255,669222
785,Daniel Johnson,MIA,L,OF,OF,6,13,12,1.3,0.4,1.3,0.3,2.7,1.8,0.5,0.1,4.4,3.2,0.8,0.1,0.1,0.0,0.1,0.227,0.276,0.363,0.639,0.277,669288
786,Gage Workman,DET,S,3B,3B,6,13,12,1.3,0.3,1.2,0.3,2.3,1.5,0.4,0.1,3.8,4.7,1.0,0.1,0.1,0.1,0.1,0.199,0.268,0.326,0.594,0.301,669398
787,Braden Shewmake,NYY,L,SS,SS,6,13,12,1.3,0.2,1.2,0.3,2.4,1.6,0.5,0.1,3.8,2.7,0.8,0.1,0.1,0.0,0.1,0.203,0.257,0.319,0.576,0.241,669699
788,Zack Short,NYY,R,2B,2B,6,13,11,1.4,0.3,1.1,0.1,2.0,1.3,0.5,0.0,3.3,3.9,1.6,0.1,0.1,0.1,0.0,0.181,0.284,0.296,0.580,0.248,670097
789,Jose Rojas,NYM,L,OF,OF,6,13,12,1.5,0.4,1.4,0.2,2.4,1.4,0.6,0.0,4.4,3.2,1.2,0.1,0.1,0.0,0.0,0.208,0.282,0.375,0.657,0.248,670351
790,Jacob Hurtubise,MIL,L,OF,OF,6,13,11,1.3,0.1,1.0,0.4,2.3,1.8,0.3,0.1,3.2,3.2,1.5,0.4,0.1,0.1,0.1,0.210,0.320,0.293,0.612,0.279,674441
791,Alika Williams,PIT,R,SS,SS,6,13,12,1.3,0.2,1.1,0.1,2.7,2.0,0.5,0.1,3.8,2.7,0.9,0.1,0.1,0.1,0.0,0.228,0.284,0.321,0.605,0.279,675961
792,Jacob Amaya,ARI,R,SS,SS,6,13,12,1.3,0.2,1.1,0.2,2.4,1.8,0.4,0.0,3.6,3.5,1.2,0.1,0.1,0.1,0.1,0.207,0.282,0.304,0.586,0.272,676070
793,Ryan Noda,BAL,L,OF,1B/OF,6,13,11,1.5,0.4,1.2,0.1,1.9,1.1,0.4,0.0,3.5,4.7,1.9,0.2,0.1,0.0,0.0,0.178,0.309,0.327,0.636,0.270,676116
794,Jose Barrero,BAL,R,SS,SS/OF,6,13,12,1.3,0.3,1.2,0.3,2.3,1.6,0.4,0.0,3.8,4.2,0.8,0.2,0.1,0.0,0.1,0.196,0.254,0.317,0.572,0.270,676480
795,Brewer Hicklen,ATL,R,OF,OF,6,13,12,1.4,0.4,1.3,0.5,2.3,1.5,0.4,0.1,3.9,4.4,1.1,0.2,0.1,0.0,0.1,0.199,0.278,0.338,0.616,0.282,676551
796,Bligh Madris,STL,L,OF,OF,6,13,12,1.2,0.3,1.1,0.2,2.3,1.5,0.5,0.0,3.6,3.8,1.1,0.1,0.1,0.0,0.1,0.196,0.268,0.313,0.581,0.262,676632
797,Alan Trejo,FA,R,SS,SS,6,13,12,1.3,0.3,1.2,0.1,2.6,1.7,0.6,0.0,4.0,3.3,0.7,0.1,0.1,0.1,0.0,0.214,0.262,0.332,0.594,0.271,676701
798,Matthew Batten,FA,R,SS,SS,6,13,12,1.2,0.2,1.0,0.3,2.3,1.7,0.4,0.0,3.4,3.5,1.0,0.1,0.1,0.0,0.1,0.199,0.264,0.289,0.553,0.264,676946
799,Ji Hwan Bae,NYM,L,SS,SS,6,13,12,1.4,0.1,1.1,0.6,2.7,1.9,0.6,0.1,3.9,3.3,1.2,0.1,0.1,0.0,0.2,0.232,0.306,0.330,0.636,0.309,678225
800,Liover Peguero,PHI,R,SS,1B/2B/SS,6,13,12,1.4,0.3,1.3,0.3,2.7,1.8,0.6,0.0,4.2,3.2,0.8,0.1,0.1,0.1,0.1,0.222,0.275,0.351,0.627,0.275,678894
801,DaShawn Keirsey Jr.,ATL,L,OF,OF,6,13,12,1.3,0.2,1.2,0.6,2.7,1.9,0.5,0.1,4.0,3.7,0.8,0.1,0.1,0.0,0.1,0.221,0.277,0.337,0.613,0.296,680577
802,Jonathan Ornelas,NYY,R,SS,SS,6,13,12,1.2,0.2,1.0,0.2,2.3,1.7,0.4,0.1,3.3,3.7,1.0,0.1,0.1,0.1,0.1,0.196,0.263,0.281,0.544,0.269,680716
803,Ryan Fitzgerald,LAD,L,SS,2B/SS,6,13,12,1.5,0.3,1.4,0.2,2.6,1.6,0.6,0.1,4.3,3.5,1.1,0.1,0.1,0.0,0.1,0.213,0.282,0.356,0.638,0.270,680837
804,Owen Miller,CHC,R,2B,2B,6,13,12,1.3,0.2,1.2,0.2,2.8,2.0,0.6,0.0,4.0,2.7,0.8,0.1,0.1,0.0,0.1,0.232,0.284,0.333,0.617,0.280,680911
805,Luca Tresh,KC,R,C,C,6,13,12,1.4,0.3,1.3,0.1,2.6,1.7,0.5,0.1,4.2,3.2,0.9,0.1,0.1,0.0,0.0,0.221,0.279,0.355,0.634,0.270,681123
806,David Villar,FA,R,3B,3B,6,13,11,1.4,0.4,1.3,0.1,2.4,1.5,0.5,0.0,4.0,3.9,1.3,0.1,0.1,0.0,0.0,0.207,0.291,0.350,0.641,0.274,681584
807,Vinny Capra,BOS,R,3B,SS/3B,6,13,12,1.4,0.2,1.2,0.2,2.7,1.9,0.5,0.0,3.9,3.0,1.1,0.1,0.1,0.1,0.1,0.230,0.299,0.333,0.633,0.289,681962
808,David Hensley,MIA,R,3B,3B,6,13,11,1.2,0.2,1.0,0.2,2.2,1.5,0.5,0.0,3.2,4.3,1.5,0.1,0.1,0.0,0.1,0.192,0.291,0.288,0.580,0.286,682073
809,Drew Avans,COL,L,OF,OF,6,13,12,1.3,0.2,1.1,0.5,2.7,2.1,0.5,0.1,3.8,3.3,1.1,0.1,0.1,0.0,0.1,0.236,0.305,0.330,0.635,0.311,682183
810,Luke Ritter,LAA,R,2B,2B,6,13,11,1.2,0.3,1.1,0.1,2.1,1.4,0.4,0.0,3.5,4.5,1.1,0.2,0.1,0.0,0.0,0.190,0.271,0.311,0.582,0.282,682239
811,Marco Luciano,NYY,R,SS,SS,6,13,11,1.4,0.3,1.2,0.1,2.2,1.4,0.5,0.0,3.7,4.2,1.4,0.1,0.1,0.0,0.0,0.191,0.282,0.322,0.604,0.267,682617
812,Warming Bernabel,WSH,R,1B,1B,6,13,12,1.3,0.3,1.3,0.1,2.9,2.0,0.6,0.0,4.4,2.1,0.6,0.1,0.1,0.0,0.0,0.245,0.284,0.372,0.657,0.273,682653
813,Ronny Simon,PIT,S,2B/OF,2B/OF,6,13,12,1.4,0.2,1.2,0.4,2.8,1.9,0.6,0.1,4.2,2.6,1.1,0.1,0.1,0.1,0.1,0.239,0.305,0.355,0.660,0.289,682927
814,Oliver Dunn,CHW,L,3B,3B,6,13,11,1.2,0.3,1.1,0.3,2.2,1.4,0.5,0.1,3.6,4.3,1.1,0.1,0.1,0.0,0.1,0.195,0.271,0.313,0.584,0.284,686554
815,Clay Dungan,SD,L,2B,2B,6,13,12,1.3,0.2,1.0,0.3,2.3,1.5,0.6,0.1,3.5,3.5,1.2,0.1,0.1,0.0,0.1,0.201,0.281,0.301,0.582,0.273,687867
816,Dustin Harris,CHW,L,OF,OF,6,13,11,1.3,0.3,1.2,0.5,2.6,1.8,0.5,0.0,4.0,3.1,1.1,0.1,0.1,0.0,0.1,0.226,0.296,0.350,0.646,0.281,687957
817,Drew Romo,CHW,S,C,C,6,13,12,1.3,0.3,1.3,0.1,2.6,1.7,0.5,0.0,4.1,3.1,0.7,0.1,0.1,0.0,0.0,0.220,0.266,0.349,0.615,0.270,691011
818,Tyler Gentry,KC,R,OF,OF,6,13,12,1.4,0.3,1.3,0.1,2.5,1.6,0.5,0.0,4.0,3.8,1.1,0.1,0.1,0.0,0.0,0.215,0.288,0.345,0.632,0.288,694355
819,Sam Petersen,WSH,R,OF,OF,6,13,12,1.2,0.3,1.1,0.3,2.4,1.7,0.4,0.0,3.7,3.3,0.8,0.2,0.1,0.0,0.1,0.204,0.263,0.313,0.576,0.257,695763
820,Zach Ehrhard,LAD,R,OF,OF,6,13,12,1.5,0.3,1.4,0.4,2.7,1.7,0.7,0.0,4.4,3.0,1.2,0.2,0.1,0.0,0.1,0.228,0.302,0.376,0.678,0.276,701394
821,Seaver King,WSH,R,SS,SS,6,13,12,1.1,0.1,1.0,0.3,2.6,2.0,0.5,0.1,3.6,2.8,0.6,0.1,0.1,0.0,0.1,0.218,0.259,0.299,0.558,0.273,814409
822,Dillon Lewis,MIA,R,OF,OF,6,13,12,1.2,0.3,1.1,0.2,2.3,1.6,0.4,0.0,3.6,3.5,0.8,0.1,0.1,0.0,0.1,0.191,0.248,0.306,0.554,0.240,827665
